id_trabajador;edad;genero;nivel_educativo;num_hijos;tipo_cargo;capacitado;jornada;antiguedad;empresa;Accidentado
1255;27;0;bachiller;3;0;0;diurna;1;42;1
1256;32;1;universitario;0;0;0;diurna;13;3;1
1257;49;0;tecnico;1;0;1;diurna;3;78;0
1258;40;0;universitario;2;0;1;diurna;11;17;0
1259;44;0;bachiller;0;0;0;mixta;11;149;1
1261;34;0;tecnico;0;0;1;diurna;12;110;1
1263;26;0;universitario;0;0;1;diurna;6;31;1
1264;29;0;bachiller;2;0;0;mixta;8;63;0
1265;34;1;bachiller;1;0;0;nocturna;11;104;0
1266;40;1;maestria;1;1;1;diurna;5;66;0
1267;50;1;tecnico;1;0;0;diurna;7;53;0
1268;32;1;bachiller;0;1;1;diurna;8;134;1
1270;64;0;especializacion;4;1;1;nocturna;13;110;0
1271;55;0;bachiller;1;1;0;nocturna;0;69;0
1272;50;1;bachiller;0;1;1;nocturna;12;107;1
1273;65;0;tecnico;1;0;0;mixta;10;113;0
1275;71;0;bachiller;1;0;0;diurna;5;97;1
1276;58;0;universitario;1;0;0;diurna;9;99;0
1277;45;0;tecnico;2;0;0;diurna;19;98;0
1278;49;1;bachiller;2;0;1;nocturna;10;118;1
1279;41;1;especializacion;1;1;1;diurna;10;107;1
1280;38;1;universitario;0;0;0;diurna;16;72;0
1282;51;0;bachiller;1;0;0;diurna;11;37;1
1283;72;1;bachiller;2;0;0;nocturna;15;33;1
1284;71;0;bachiller;1;0;0;diurna;4;109;0
1285;43;1;bachiller;2;0;0;diurna;8;11;0
1286;38;0;bachiller;1;0;0;nocturna;15;60;1
1287;43;0;bachiller;0;0;0;diurna;13;34;0
1288;57;1;tecnico;1;1;1;diurna;9;66;0
1289;62;1;bachiller;0;0;0;diurna;21;142;0
1290;46;0;tecnico;1;0;1;diurna;12;76;0
1291;57;0;universitario;0;0;0;nocturna;11;123;0
1292;40;1;universitario;2;0;0;diurna;13;78;0
1293;47;1;bachiller;3;0;0;nocturna;2;27;0
1294;58;1;tecnico;1;0;0;diurna;12;112;0
1295;95;1;tecnico;0;1;0;diurna;10;30;0
1296;39;0;tecnico;1;0;0;diurna;15;40;0
1297;30;0;bachiller;0;0;1;diurna;12;75;1
1298;47;0;tecnico;0;0;0;diurna;12;31;0
1299;34;0;bachiller;3;1;0;diurna;10;24;0
1300;50;1;especializacion;3;1;1;nocturna;8;125;0
1301;45;1;tecnico;0;0;1;diurna;16;15;0
1302;60;1;bachiller;1;1;0;mixta;17;131;0
1303;26;1;tecnico;2;0;1;diurna;7;28;0
1305;64;0;tecnico;0;0;1;diurna;7;78;1
1306;43;0;tecnico;0;0;0;diurna;11;15;0
1309;32;1;tecnico;1;0;0;mixta;8;84;0
1310;49;0;tecnico;1;0;0;mixta;12;116;0
1311;32;0;tecnico;0;0;1;diurna;5;49;0
1312;60;1;bachiller;0;0;0;mixta;9;94;1
1313;44;1;tecnico;1;1;1;nocturna;10;89;0
1314;43;1;universitario;1;0;0;nocturna;7;141;1
1315;40;1;bachiller;0;0;0;diurna;12;112;0
1316;36;1;especializacion;3;1;0;mixta;10;30;0
1317;37;0;bachiller;2;0;0;mixta;14;111;0
1318;57;0;tecnico;1;1;0;mixta;6;146;0
1320;56;0;bachiller;2;1;0;diurna;9;121;1
1321;35;1;bachiller;1;0;0;diurna;8;76;0
1322;51;1;tecnico;2;0;1;diurna;9;53;0
1323;39;1;maestria;2;1;1;mixta;11;50;1
1325;45;0;tecnico;0;0;1;mixta;6;51;0
1326;30;0;universitario;4;0;0;diurna;13;137;0
1327;57;1;bachiller;0;1;0;nocturna;5;95;1
1328;28;0;tecnico;0;0;1;nocturna;5;112;1
1330;27;0;bachiller;3;1;1;mixta;7;85;1
1331;31;1;bachiller;2;1;0;diurna;8;55;0
1332;28;0;tecnico;4;0;1;diurna;6;144;0
1333;36;0;universitario;2;0;1;mixta;8;18;0
1334;31;1;bachiller;4;0;1;mixta;9;128;1
1335;34;1;bachiller;0;0;1;diurna;3;52;0
1336;45;1;tecnico;1;1;1;diurna;17;95;0
1337;23;0;bachiller;1;0;0;diurna;5;98;0
1338;51;1;tecnico;1;0;0;diurna;17;7;0
1339;40;0;tecnico;1;0;1;diurna;11;41;0
1340;39;1;bachiller;3;0;1;diurna;15;57;1
1342;35;0;bachiller;1;0;0;diurna;12;82;0
1343;32;1;tecnico;2;0;0;diurna;11;8;1
1344;53;1;tecnico;2;0;1;mixta;8;93;1
1345;61;1;bachiller;1;0;1;diurna;17;12;1
1346;58;0;tecnico;1;0;0;diurna;5;100;0
1348;28;0;tecnico;0;0;0;diurna;9;89;0
1349;39;1;tecnico;0;1;0;diurna;6;20;1
1350;24;1;bachiller;2;0;0;diurna;7;51;1
1352;52;1;bachiller;3;0;1;diurna;6;111;1
1353;41;1;bachiller;2;0;1;diurna;8;49;1
1354;49;1;bachiller;1;0;1;nocturna;7;76;0
1356;35;0;tecnico;2;0;0;nocturna;12;124;0
1357;22;1;bachiller;1;0;0;diurna;0;67;0
1358;28;0;bachiller;1;1;0;mixta;12;73;0
1359;43;0;bachiller;1;0;1;diurna;11;142;0
1360;28;1;bachiller;2;0;1;diurna;9;135;0
1361;25;1;bachiller;1;0;1;nocturna;7;100;0
1364;27;1;tecnico;0;0;0;diurna;10;31;0
1365;66;0;tecnico;2;0;0;nocturna;9;62;1
1366;30;1;bachiller;2;0;0;diurna;10;147;0
1369;38;0;bachiller;3;1;1;nocturna;21;38;0
1370;34;0;bachiller;1;0;0;diurna;16;126;0
1371;44;1;tecnico;0;1;0;diurna;10;80;0
1372;36;1;bachiller;2;0;0;mixta;12;13;1
1373;53;0;bachiller;1;1;1;nocturna;7;19;1
1374;51;1;bachiller;2;1;1;diurna;9;136;0
1375;56;1;tecnico;1;0;0;nocturna;6;25;0
1376;44;0;tecnico;2;0;0;nocturna;6;89;1
1377;57;0;tecnico;0;0;0;diurna;14;145;0
1378;39;1;tecnico;1;0;0;diurna;19;61;0
1379;54;1;tecnico;2;0;1;diurna;14;43;1
1380;38;1;bachiller;4;0;1;diurna;6;120;0
1381;30;0;tecnico;1;0;0;nocturna;13;24;1
1382;22;1;bachiller;1;0;1;diurna;2;138;0
1383;29;1;bachiller;0;0;0;diurna;10;39;0
1385;49;1;tecnico;0;0;1;diurna;14;141;1
1386;39;1;tecnico;1;0;0;mixta;4;150;0
1387;31;0;bachiller;2;0;0;mixta;15;69;1
1388;27;0;tecnico;0;0;1;diurna;11;54;0
1389;63;0;tecnico;2;0;1;mixta;12;86;1
1390;36;1;tecnico;1;0;1;nocturna;10;90;0
1392;34;1;tecnico;1;0;1;mixta;2;90;0
1393;41;1;bachiller;1;0;0;diurna;13;132;0
1394;52;1;bachiller;0;0;0;nocturna;10;22;1
1395;39;1;bachiller;0;0;0;diurna;7;120;0
1396;42;1;maestria;1;1;0;diurna;2;109;0
1398;52;1;bachiller;0;0;1;diurna;14;138;0
1399;41;0;universitario;3;0;0;nocturna;17;61;0
1400;51;1;bachiller;2;1;0;nocturna;11;29;0
1401;63;1;tecnico;1;0;1;nocturna;14;131;1
1402;43;1;bachiller;2;0;0;diurna;12;50;0
1403;36;0;tecnico;0;0;0;diurna;15;73;0
1405;31;0;tecnico;2;1;0;nocturna;8;123;1
1407;46;0;tecnico;3;0;1;diurna;5;100;1
1410;30;1;bachiller;2;1;0;diurna;2;58;0
1411;56;0;tecnico;2;0;1;diurna;13;43;0
1412;42;1;universitario;0;0;0;mixta;12;16;0
1413;33;1;tecnico;0;0;1;mixta;12;70;0
1414;50;0;tecnico;3;0;1;nocturna;16;46;1
1415;35;1;tecnico;0;0;0;mixta;17;146;0
1416;38;0;tecnico;2;0;1;mixta;15;139;1
1417;41;0;bachiller;2;0;0;diurna;3;120;0
1418;56;1;tecnico;0;1;0;mixta;6;82;0
1419;59;0;tecnico;1;0;1;nocturna;7;82;0
1420;59;0;tecnico;1;0;1;diurna;7;111;1
1421;55;0;bachiller;1;0;0;diurna;11;79;0
1422;45;0;tecnico;3;0;0;diurna;10;34;0
1423;68;0;tecnico;2;0;0;diurna;9;44;1
1424;71;0;universitario;1;0;0;diurna;8;93;0
1425;60;0;tecnico;0;0;1;diurna;11;78;1
1426;37;1;universitario;2;0;0;diurna;8;87;0
1428;43;1;tecnico;0;1;0;diurna;15;30;0
1429;32;1;tecnico;1;1;0;nocturna;14;7;0
1430;44;1;bachiller;3;0;1;diurna;8;72;1
1431;32;1;universitario;3;0;1;diurna;10;141;1
1432;54;1;tecnico;0;0;0;diurna;13;149;1
1433;73;0;especializacion;1;1;0;nocturna;11;73;0
1434;54;0;tecnico;0;0;1;diurna;5;44;1
1435;51;1;bachiller;1;0;1;diurna;19;64;0
1436;41;1;bachiller;2;0;0;diurna;6;75;1
1437;73;0;tecnico;0;0;0;diurna;7;109;1
1438;39;0;bachiller;0;1;0;diurna;8;33;0
1439;61;0;tecnico;0;0;0;nocturna;15;99;0
1440;64;1;bachiller;0;1;1;nocturna;11;25;1
1441;42;0;tecnico;1;1;1;diurna;6;148;0
1443;35;1;tecnico;0;1;0;diurna;12;39;1
1444;47;0;tecnico;0;0;0;diurna;11;28;1
1447;54;0;bachiller;4;0;0;diurna;11;119;0
1449;44;1;bachiller;1;0;1;nocturna;9;32;1
1450;36;0;especializacion;1;1;0;diurna;10;123;0
1451;30;0;tecnico;2;0;0;diurna;7;131;0
1452;41;0;tecnico;1;0;0;diurna;8;47;0
1453;41;0;tecnico;0;0;1;diurna;9;119;0
1454;44;0;tecnico;1;0;0;diurna;3;89;0
1455;42;1;especializacion;0;1;0;nocturna;5;30;0
1456;32;1;bachiller;1;0;1;diurna;14;74;0
1457;44;1;bachiller;4;0;0;mixta;9;80;0
1458;61;0;bachiller;0;0;0;diurna;14;112;0
1459;50;1;bachiller;3;1;1;diurna;11;104;0
1460;62;1;tecnico;0;0;1;mixta;16;46;1
1461;36;1;universitario;3;0;0;diurna;11;1;0
1462;49;0;tecnico;0;0;0;nocturna;8;6;1
1463;48;1;tecnico;0;0;0;mixta;6;83;0
1464;29;1;bachiller;3;0;0;nocturna;8;51;0
1465;28;0;especializacion;2;1;1;nocturna;6;62;0
1466;68;1;tecnico;0;0;1;nocturna;6;56;0
1467;28;0;tecnico;0;0;0;diurna;5;71;0
1468;54;1;universitario;0;0;0;diurna;12;20;1
1469;36;0;tecnico;2;0;0;diurna;11;47;0
1474;27;0;bachiller;1;1;1;diurna;2;35;1
1475;55;0;bachiller;0;0;0;mixta;13;123;1
1476;31;1;tecnico;1;0;1;diurna;7;113;0
1477;66;1;maestria;0;1;1;nocturna;15;120;1
1478;37;0;tecnico;5;0;1;diurna;16;48;0
1479;26;0;tecnico;2;1;0;diurna;10;118;0
1480;36;0;tecnico;0;0;1;mixta;2;45;1
1481;31;0;tecnico;1;1;0;diurna;5;16;1
1482;33;1;bachiller;0;0;1;nocturna;6;133;1
1483;41;0;tecnico;2;0;1;diurna;11;130;0
1484;41;0;universitario;0;1;1;diurna;12;19;0
1485;51;1;tecnico;0;0;1;nocturna;4;39;0
1486;48;1;tecnico;2;1;0;diurna;13;112;0
1487;52;0;universitario;3;0;1;diurna;12;104;0
1488;42;0;bachiller;2;0;1;diurna;18;28;0
1489;28;1;tecnico;4;1;0;nocturna;12;114;1
1490;47;0;bachiller;0;0;1;diurna;7;73;1
1491;46;0;bachiller;1;0;0;mixta;12;71;0
1492;34;1;bachiller;4;0;1;diurna;8;95;1
1493;34;0;tecnico;2;1;1;nocturna;7;135;0
1494;56;1;tecnico;0;0;1;mixta;9;83;1
1495;60;0;tecnico;1;0;0;diurna;12;62;1
1496;42;1;tecnico;1;0;1;diurna;16;9;0
1497;34;0;especializacion;3;1;1;mixta;5;29;0
1498;65;0;tecnico;2;0;0;mixta;16;71;1
1501;53;0;tecnico;0;0;0;nocturna;7;123;1
1502;26;1;tecnico;3;0;0;diurna;9;39;1
1503;53;0;bachiller;0;0;1;diurna;9;102;1
1504;26;0;tecnico;1;1;1;mixta;7;38;0
1505;48;1;tecnico;2;1;0;diurna;12;66;0
1506;37;1;tecnico;2;0;1;nocturna;0;78;0
1507;53;1;bachiller;1;1;1;diurna;5;131;1
1508;60;0;universitario;3;0;1;diurna;14;138;1
1509;38;0;tecnico;1;0;0;mixta;5;30;0
1510;49;0;maestria;1;1;0;diurna;12;6;0
1512;36;0;bachiller;0;0;0;diurna;11;77;0
1513;22;0;bachiller;1;1;0;diurna;5;60;0
1514;43;0;tecnico;2;0;1;diurna;11;136;0
1515;40;0;bachiller;1;0;0;mixta;16;123;1
1516;36;0;tecnico;1;0;0;diurna;15;83;0
1517;37;1;bachiller;3;0;0;diurna;20;3;1
1518;54;0;bachiller;0;1;0;nocturna;7;19;1
1519;38;0;tecnico;1;0;1;nocturna;12;7;1
1520;68;0;tecnico;3;0;1;diurna;9;87;0
1521;18;1;tecnico;0;0;0;nocturna;2;56;1
1522;45;0;bachiller;1;0;0;nocturna;9;64;1
1523;72;0;tecnico;0;0;1;diurna;8;8;0
1525;28;0;tecnico;2;0;0;nocturna;11;98;0
1526;34;1;tecnico;2;1;0;nocturna;12;34;0
1527;41;0;tecnico;0;0;1;diurna;13;20;0
1528;36;1;universitario;2;0;1;diurna;6;93;0
1529;33;0;tecnico;2;0;0;nocturna;7;26;1
1530;69;0;tecnico;0;1;0;diurna;14;94;0
1531;42;0;universitario;1;0;1;diurna;11;95;0
1532;56;1;tecnico;3;0;1;diurna;18;65;0
1534;57;1;tecnico;2;1;1;nocturna;15;49;0
1535;60;0;bachiller;1;0;1;diurna;12;147;0
1536;33;1;bachiller;3;1;0;nocturna;8;77;0
1537;37;0;tecnico;1;1;1;diurna;11;29;0
1538;65;1;tecnico;0;0;0;mixta;12;37;0
1539;41;0;bachiller;0;0;1;diurna;10;112;0
1540;56;1;universitario;1;0;1;nocturna;11;128;0
1541;49;1;tecnico;2;0;1;nocturna;12;38;0
1542;38;0;bachiller;2;1;0;mixta;8;34;0
1543;36;1;tecnico;1;1;0;nocturna;9;137;0
1546;40;1;tecnico;2;0;1;diurna;13;46;1
1547;44;1;tecnico;0;0;0;diurna;6;28;0
1548;32;1;bachiller;0;1;0;diurna;13;7;1
1549;49;0;bachiller;0;0;0;diurna;11;109;0
1550;47;1;tecnico;1;0;1;diurna;8;10;0
1551;35;1;universitario;1;0;0;mixta;6;144;0
1552;41;1;bachiller;1;0;0;nocturna;11;35;1
1553;59;1;bachiller;1;0;0;mixta;10;115;0
1554;45;0;tecnico;0;0;0;diurna;3;136;1
1555;52;1;tecnico;2;0;0;diurna;6;48;0
1556;47;0;bachiller;4;0;0;mixta;10;75;0
1557;66;1;tecnico;1;0;0;diurna;10;130;0
1558;42;0;tecnico;2;1;1;mixta;17;58;0
1559;25;1;bachiller;0;1;0;nocturna;2;3;0
1560;33;0;tecnico;0;0;1;diurna;12;57;1
1561;44;0;tecnico;3;0;0;diurna;15;115;0
1562;36;0;bachiller;0;0;1;diurna;6;71;1
1563;37;1;bachiller;0;0;1;diurna;11;105;1
1564;50;0;universitario;1;0;1;diurna;10;110;0
1565;28;1;tecnico;0;0;0;diurna;12;92;0
1567;70;1;tecnico;0;0;1;diurna;11;95;1
1568;47;1;bachiller;1;0;1;mixta;16;16;0
1569;56;1;universitario;0;0;0;diurna;14;57;1
1570;35;0;tecnico;0;0;1;diurna;13;26;0
1571;41;1;bachiller;0;1;0;diurna;8;7;0
1573;45;1;tecnico;3;0;0;diurna;6;149;1
1574;47;1;tecnico;2;0;1;nocturna;7;62;1
1575;26;1;tecnico;1;0;1;diurna;3;45;1
1576;32;0;tecnico;1;1;0;mixta;5;117;0
1577;60;0;tecnico;1;1;0;diurna;4;29;0
1578;47;0;tecnico;0;0;1;diurna;8;32;1
1579;36;1;tecnico;2;0;0;diurna;12;106;0
1580;46;1;tecnico;1;0;0;nocturna;11;52;0
1582;58;1;bachiller;3;1;1;diurna;2;137;0
1584;25;0;tecnico;1;0;1;diurna;8;22;1
1585;50;1;bachiller;4;1;1;mixta;8;116;1
1586;57;1;tecnico;3;1;1;diurna;9;95;1
1588;49;0;bachiller;2;1;1;nocturna;8;57;0
1589;45;0;tecnico;0;0;1;diurna;9;67;1
1590;39;0;bachiller;1;0;0;diurna;5;147;0
1591;31;1;tecnico;4;0;1;diurna;12;101;0
1592;27;0;universitario;2;0;1;diurna;11;123;0
1593;42;0;tecnico;0;0;1;mixta;15;7;0
1594;58;0;bachiller;0;0;0;mixta;13;3;0
1597;65;0;tecnico;0;0;1;nocturna;12;5;1
1598;22;0;tecnico;0;0;0;diurna;1;59;0
1600;40;0;tecnico;1;0;0;diurna;8;27;0
1601;45;0;bachiller;3;0;1;mixta;17;104;1
1602;40;1;bachiller;2;0;1;nocturna;5;127;1
1603;27;0;bachiller;2;1;1;diurna;2;109;0
1604;45;1;maestria;0;1;0;mixta;11;71;0
1605;37;0;tecnico;3;0;0;nocturna;13;5;0
1606;54;0;tecnico;1;0;1;mixta;10;62;0
1607;45;1;tecnico;3;0;0;diurna;14;112;0
1608;50;1;tecnico;1;0;0;mixta;5;39;0
1609;45;0;tecnico;1;0;1;mixta;11;127;0
1610;46;0;bachiller;0;0;1;diurna;10;69;0
1611;51;1;bachiller;0;0;0;diurna;14;124;0
1613;48;1;tecnico;2;0;1;mixta;14;127;0
1615;45;0;tecnico;1;0;1;diurna;11;100;1
1616;60;1;bachiller;4;0;0;diurna;6;90;0
1617;33;0;tecnico;1;0;0;nocturna;14;118;0
1619;39;0;bachiller;1;0;0;diurna;14;61;0
1620;64;1;bachiller;1;0;1;mixta;12;89;0
1621;42;0;bachiller;0;1;0;diurna;8;95;1
1622;42;0;bachiller;2;0;1;diurna;11;42;0
1623;32;1;bachiller;1;0;1;mixta;10;87;0
1624;32;1;tecnico;0;0;1;diurna;12;23;0
1625;38;0;tecnico;0;0;1;diurna;3;64;1
1627;59;0;bachiller;2;0;0;mixta;6;1;0
1628;35;1;universitario;0;0;1;diurna;5;83;0
1630;40;0;bachiller;1;0;1;diurna;14;128;0
1631;36;1;bachiller;1;1;0;diurna;13;115;0
1633;71;1;bachiller;1;0;0;diurna;17;76;1
1636;47;1;universitario;1;1;0;diurna;14;31;0
1637;55;1;tecnico;0;0;0;diurna;11;85;1
1638;37;0;tecnico;0;0;1;diurna;8;31;0
1639;43;1;bachiller;0;0;0;nocturna;1;39;0
1641;54;0;bachiller;2;0;0;mixta;18;49;1
1642;45;0;tecnico;0;0;0;diurna;9;35;1
1643;42;1;tecnico;2;0;0;diurna;14;58;0
1644;51;0;tecnico;0;1;1;diurna;9;103;0
1645;55;0;especializacion;3;1;0;diurna;10;28;1
1647;47;1;tecnico;2;1;0;nocturna;13;103;0
1648;25;1;tecnico;1;0;0;mixta;9;105;1
1649;73;1;bachiller;1;0;1;mixta;13;93;0
1650;47;1;universitario;2;1;1;diurna;13;102;0
1651;39;1;tecnico;0;0;0;diurna;4;40;0
1652;33;0;tecnico;1;0;1;diurna;15;34;0
1653;37;1;tecnico;0;0;0;nocturna;13;118;1
1654;23;1;tecnico;1;1;1;nocturna;6;80;0
1655;41;1;bachiller;3;1;1;mixta;16;4;0
1656;49;1;tecnico;3;0;0;diurna;13;136;0
1657;32;0;tecnico;2;0;0;diurna;16;113;0
1660;49;0;universitario;0;1;1;diurna;10;85;1
1661;45;1;tecnico;0;1;0;diurna;4;73;0
1662;37;0;tecnico;0;0;0;diurna;11;90;1
1663;32;0;tecnico;3;0;0;diurna;14;141;0
1664;44;1;bachiller;2;1;1;mixta;7;25;0
1668;35;0;bachiller;0;1;0;diurna;11;129;0
1669;52;0;tecnico;2;0;1;diurna;11;147;1
1670;51;1;tecnico;2;0;0;mixta;10;3;0
1671;32;1;tecnico;3;1;0;diurna;14;26;0
1672;61;0;bachiller;0;0;1;nocturna;16;105;0
1674;33;0;bachiller;2;0;1;mixta;11;4;0
1675;29;1;bachiller;4;0;0;diurna;5;139;0
1676;42;1;bachiller;0;0;1;diurna;12;104;0
1678;58;0;tecnico;2;0;1;diurna;10;73;0
1679;58;1;tecnico;0;0;0;diurna;19;101;0
1680;55;0;bachiller;0;1;1;nocturna;10;11;0
1681;39;0;tecnico;0;0;0;diurna;4;45;0
1682;57;1;tecnico;1;0;1;diurna;15;37;0
1683;47;1;tecnico;0;0;1;nocturna;21;58;1
1684;54;1;tecnico;1;0;0;diurna;6;70;0
1685;43;1;tecnico;3;0;0;nocturna;13;113;0
1686;44;1;universitario;0;0;0;diurna;11;13;1
1688;32;1;bachiller;0;0;0;diurna;12;29;0
1689;55;0;universitario;3;0;0;mixta;2;39;0
1690;42;0;bachiller;3;0;1;mixta;12;1;1
1692;26;1;bachiller;1;0;1;diurna;0;90;0
1693;32;0;tecnico;0;0;1;diurna;6;68;1
1694;72;1;tecnico;4;0;1;diurna;6;125;0
1695;37;1;tecnico;0;0;1;diurna;15;93;1
1696;30;1;tecnico;3;0;1;mixta;5;53;0
1699;58;1;tecnico;1;0;0;diurna;12;140;1
1700;27;1;tecnico;1;0;0;mixta;7;114;0
1701;64;1;bachiller;3;0;0;mixta;5;28;1
1702;35;0;maestria;3;1;0;mixta;14;67;0
1704;73;1;maestria;0;1;1;diurna;8;131;1
1706;32;0;bachiller;3;0;0;diurna;8;42;0
1707;41;0;bachiller;1;1;1;diurna;10;11;0
1708;38;1;maestria;2;1;1;nocturna;3;19;0
1711;61;0;bachiller;0;0;0;diurna;14;93;0
1712;29;0;tecnico;1;0;1;mixta;10;63;1
1713;52;1;maestria;4;1;0;diurna;8;10;0
1714;66;0;maestria;0;1;0;diurna;3;59;0
1715;28;0;bachiller;0;0;0;diurna;6;96;0
1716;29;0;tecnico;0;0;0;diurna;11;61;1
1718;68;1;tecnico;0;0;0;nocturna;12;122;0
1719;29;1;universitario;3;0;1;diurna;7;30;0
1720;34;1;bachiller;4;0;0;diurna;10;30;0
1722;51;1;bachiller;1;0;1;diurna;2;62;0
1723;64;1;tecnico;2;1;0;diurna;9;15;0
1724;43;0;bachiller;3;0;0;diurna;8;90;0
1725;34;0;tecnico;1;0;0;nocturna;9;132;0
1727;62;1;tecnico;0;0;0;diurna;12;53;1
1728;50;1;tecnico;1;0;1;nocturna;5;106;0
1729;39;1;bachiller;2;0;1;nocturna;13;14;0
1730;58;1;tecnico;0;0;1;nocturna;12;11;1
1731;59;0;tecnico;0;0;0;diurna;8;103;0
1732;33;1;bachiller;1;0;0;mixta;10;55;0
1734;54;0;tecnico;1;1;1;mixta;12;105;1
1735;50;1;bachiller;2;0;0;nocturna;11;144;0
1736;32;0;tecnico;2;0;0;diurna;11;53;0
1737;87;0;tecnico;0;0;1;diurna;9;27;1
1739;40;0;bachiller;3;0;1;mixta;14;142;1
1740;57;1;bachiller;0;0;0;diurna;7;126;0
1741;62;1;bachiller;1;0;1;diurna;11;117;1
1742;55;0;tecnico;2;0;0;diurna;4;69;0
1743;42;1;tecnico;0;0;0;mixta;8;114;1
1744;52;0;bachiller;0;0;1;diurna;16;24;0
1745;48;0;tecnico;2;0;0;mixta;12;1;0
1746;40;0;tecnico;1;1;1;mixta;8;5;0
1748;58;0;bachiller;2;0;0;diurna;8;6;1
1749;35;0;bachiller;0;0;0;diurna;8;75;1
1750;36;0;tecnico;0;0;0;nocturna;7;61;1
1751;44;0;tecnico;3;0;1;diurna;10;141;0
1752;40;0;bachiller;1;0;0;diurna;12;47;0
1754;34;0;tecnico;3;0;0;mixta;4;149;1
1755;49;0;tecnico;0;0;0;mixta;6;82;1
1756;58;0;tecnico;0;0;0;nocturna;15;78;0
1758;30;1;tecnico;1;1;0;nocturna;0;119;0
1760;55;1;tecnico;1;0;0;nocturna;12;18;0
1761;40;1;universitario;2;0;0;diurna;7;53;0
1762;52;0;bachiller;3;0;0;diurna;15;44;0
1764;43;0;tecnico;0;1;0;nocturna;10;119;1
1765;55;0;universitario;2;0;0;nocturna;11;102;0
1766;36;0;universitario;3;0;0;diurna;10;107;0
1767;53;0;tecnico;0;0;0;diurna;8;99;0
1768;50;0;tecnico;1;1;1;mixta;17;48;1
1770;45;0;tecnico;3;1;1;diurna;5;14;1
1772;36;0;tecnico;3;1;1;diurna;5;34;0
1773;32;1;bachiller;1;0;1;nocturna;6;139;0
1774;53;0;tecnico;1;0;0;diurna;10;131;1
1775;44;0;universitario;2;0;0;nocturna;6;45;0
1777;38;1;tecnico;1;0;0;nocturna;8;46;0
1778;43;0;tecnico;3;0;0;diurna;15;149;0
1780;30;1;tecnico;4;0;0;diurna;11;6;1
1783;32;0;tecnico;0;1;1;mixta;14;119;0
1784;40;1;tecnico;0;0;1;diurna;12;106;1
1786;47;1;universitario;3;0;1;diurna;9;33;0
1787;30;0;bachiller;1;0;1;diurna;13;37;0
1788;45;0;universitario;1;0;0;diurna;6;19;0
1789;42;0;tecnico;3;0;0;diurna;12;145;0
1790;34;1;bachiller;2;0;0;diurna;16;40;0
1794;60;1;bachiller;1;0;0;nocturna;10;131;1
1795;35;1;universitario;0;1;1;diurna;6;32;0
1796;69;0;tecnico;2;0;0;diurna;3;68;0
1798;62;0;bachiller;0;0;1;mixta;5;71;0
1799;56;1;tecnico;1;0;0;mixta;16;41;0
1800;29;0;universitario;2;0;0;diurna;12;103;0
1801;51;1;tecnico;4;0;0;mixta;9;118;1
1802;49;0;bachiller;2;0;1;nocturna;8;9;0
1803;38;1;especializacion;0;1;1;diurna;18;49;1
1804;63;0;bachiller;0;1;0;diurna;14;92;1
1805;36;1;tecnico;1;0;0;diurna;4;14;1
1806;70;1;bachiller;1;0;0;diurna;4;89;0
1808;60;1;bachiller;1;0;1;diurna;10;58;1
1809;32;1;tecnico;2;0;0;diurna;7;62;0
1810;45;0;tecnico;3;0;0;diurna;11;45;1
1811;39;1;tecnico;0;0;0;diurna;4;145;0
1812;38;1;tecnico;1;0;0;diurna;11;26;0
1813;39;1;universitario;1;0;0;diurna;9;34;0
1814;54;0;bachiller;2;0;0;nocturna;12;124;0
1815;40;1;tecnico;1;0;0;diurna;9;124;0
1816;60;1;universitario;2;1;1;diurna;9;52;0
1817;42;0;bachiller;1;0;0;diurna;11;105;0
1818;43;0;tecnico;0;1;1;mixta;11;129;1
1819;39;1;bachiller;0;0;0;mixta;12;113;0
1820;34;0;bachiller;3;0;0;nocturna;11;24;1
1821;43;0;tecnico;1;0;1;nocturna;10;111;1
1822;55;0;tecnico;4;0;0;nocturna;6;51;0
1823;52;0;tecnico;2;1;1;diurna;9;70;0
1824;55;0;especializacion;2;1;0;diurna;14;117;0
1825;66;1;especializacion;1;1;0;mixta;5;128;1
1826;45;0;universitario;1;0;0;mixta;9;7;0
1827;42;1;especializacion;0;1;1;diurna;5;70;0
1828;63;1;tecnico;3;0;0;diurna;5;55;0
1829;39;0;tecnico;0;0;0;diurna;3;6;1
1830;25;0;bachiller;2;0;1;nocturna;6;22;0
1831;27;0;tecnico;1;0;0;nocturna;9;28;0
1832;30;0;tecnico;3;0;0;diurna;12;31;0
1834;61;0;bachiller;0;0;0;mixta;13;25;1
1835;31;0;especializacion;3;1;0;diurna;10;118;0
1836;57;1;especializacion;3;1;0;mixta;10;106;0
1837;76;0;universitario;4;1;0;nocturna;9;44;1
1838;34;0;especializacion;4;1;1;mixta;9;148;0
1839;46;0;bachiller;0;0;1;nocturna;18;141;1
1840;31;1;bachiller;2;0;1;diurna;8;70;1
1841;84;0;universitario;2;0;1;mixta;14;45;0
1843;58;0;tecnico;2;0;0;diurna;13;65;1
1844;53;1;tecnico;2;0;1;nocturna;14;40;1
1845;54;1;tecnico;1;0;1;nocturna;10;69;0
1846;55;0;tecnico;0;1;0;diurna;12;124;0
1847;49;1;tecnico;1;0;0;mixta;8;7;1
1848;49;1;tecnico;1;0;1;diurna;7;60;0
1849;27;0;tecnico;2;0;0;nocturna;11;104;1
